"week","state","SumOfnew_case"
22,"VA",1349.00
22,"VT",67.00
22,"WA",4208.00
22,"WI",1107.00
22,"WV",905.00
22,"WY",477.00
23,"AK",179.00
23,"AL",987.00
23,"AR",1528.00
23,"AZ",3090.00
23,"CA",5912.00
23,"CO",4118.00
23,"CT",432.00
23,"DC",83.00
23,"DE",252.00
23,"FL",12325.00
23,"GA",2613.00
23,"HI",410.00
23,"IA",569.00
23,"ID",736.00
23,"IL",2394.00
23,"IN",2543.00
23,"KS",957.00
23,"KY",1530.00
23,"LA",1829.00
23,"MA",896.00
23,"MD",690.00
23,"ME",358.00
23,"MI",1523.00
23,"MN",1186.00
23,"MO",3803.00
23,"MS",804.00
23,"MT",491.00
23,"NC",2784.00
23,"ND",233.00
23,"NE",228.00
23,"NH",194.00
23,"NJ",1661.00
23,"NM",576.00
23,"NV",1685.00
23,"NY",1840.00
23,"OH",2416.00
23,"OK",989.00
23,"OR",1870.00
23,"PA",2997.00
23,"RI",196.00
23,"SC",1301.00
23,"SD",79.00
23,"TN",1239.00
23,"TX",14433.00
23,"UT",1945.00
23,"VA",1004.00
23,"VT",52.00
23,"WA",4109.00
23,"WI",893.00
23,"WV",673.00
23,"WY",479.00
24,"AK",162.00
24,"AL",992.00
24,"AR",1510.00
24,"AZ",2859.00
24,"CA",6326.00
24,"CO",2868.00
24,"CT",307.00
24,"DC",84.00
24,"DE",230.00
24,"FL",9530.00
24,"GA",2258.00
24,"HI",283.00
24,"IA",521.00
24,"ID",536.00
24,"IL",1642.00
24,"IN",2145.00
24,"KS",740.00
24,"KY",1169.00
24,"LA",2143.00
24,"MA",487.00
24,"MD",503.00
24,"ME",209.00
24,"MI",1120.00
24,"MN",786.00
24,"MO",4417.00
24,"MS",898.00
24,"MT",395.00
24,"NC",2694.00
24,"ND",126.00
24,"NE",197.00
24,"NH",187.00
24,"NJ",1618.00
24,"NM",666.00
24,"NV",1800.00
24,"NY",1365.00
24,"OH",1854.00
24,"OK",1056.00
24,"OR",1647.00
24,"PA",1846.00
24,"RI",157.00
24,"SC",1050.00
24,"SD",58.00
24,"TN",1041.00
24,"TX",8491.00
24,"UT",2150.00
24,"VA",855.00
24,"VT",32.00
24,"WA",3037.00
24,"WI",580.00
24,"WV",471.00
24,"WY",382.00
25,"AK",240.00
25,"AL",1265.00
25,"AR",2192.00
25,"AZ",3448.00
25,"CA",7528.00
25,"CO",3056.00
25,"CT",471.00
25,"DC",65.00
25,"DE",105.00
25,"FL",11214.00
25,"GA",2338.00
25,"HI",275.00
25,"IA",522.00
25,"ID",608.00
25,"IL",1742.00
25,"IN",1706.00
25,"KS",829.00
25,"KY",1107.00
25,"LA",2153.00
25,"MA",415.00
25,"MD",343.00
25,"ME",170.00
25,"MI",1000.00
25,"MN",640.00
25,"MO",5675.00
25,"MS",1109.00
25,"MT",359.00
25,"NC",2568.00
25,"ND",102.00
25,"NE",289.00
25,"NH",141.00
25,"NJ",1706.00
25,"NM",570.00
25,"NV",2833.00
25,"NY",838.00
25,"OH",1896.00
25,"OK",1422.00
25,"OR",1486.00
25,"PA",1349.00
25,"RI",146.00
25,"SC",1205.00
25,"SD",97.00
25,"TN",1159.00
25,"TX",8497.00
25,"UT",2154.00
25,"VA",1154.00
25,"VT",24.00
25,"WA",3201.00
25,"WI",578.00
25,"WV",380.00
25,"WY",464.00
26,"AK",272.00
26,"AL",1364.00
26,"AR",3418.00
26,"AZ",3807.00
26,"CA",10376.00
26,"CO",2008.00
26,"CT",353.00
26,"DC",73.00
26,"DE",189.00
26,"FL",15369.00
26,"GA",2804.00
26,"HI",301.00
26,"IA",594.00
26,"ID",502.00
26,"IL",2176.00
26,"IN",2081.00
26,"KS",1309.00
26,"KY",1155.00
26,"LA",3229.00
26,"MA",472.00
26,"MD",454.00
26,"ME",139.00
26,"MI",1164.00
26,"MN",620.00
26,"MO",6550.00
26,"MS",1102.00
26,"MT",347.00
26,"NC",3032.00
26,"ND",75.00
26,"NE",462.00
26,"NH",152.00
26,"NJ",1433.00
26,"NM",410.00
26,"NV",3180.00
26,"NY",1088.00
26,"OH",1743.00
26,"OK",1811.00
26,"OR",1151.00
26,"PA",1294.00
26,"RI",124.00
26,"SC",1257.00
26,"SD",95.00
26,"TN",1666.00
26,"TX",10030.00
26,"UT",2729.00
26,"VA",1234.00
26,"VT",26.00
26,"WA",2374.00
26,"WI",609.00
26,"WV",322.00
26,"WY",494.00
27,"AK",327.00
27,"AL",2450.00
27,"AR",5138.00
27,"AZ",4118.00
27,"CA",14009.00
27,"CO",1888.00
27,"CT",473.00
27,"DC",91.00
27,"DE",173.00
27,"FL",26540.00
27,"GA",4116.00
27,"HI",382.00
27,"IA",601.00
27,"ID",694.00
27,"IL",3170.00
27,"IN",2313.00
27,"KS",1933.00
27,"KY",1468.00
27,"LA",5292.00
27,"MA",730.00
27,"MD",581.00
27,"ME",111.00
27,"MI",976.00
27,"MN",699.00
27,"MO",10066.00
27,"MS",1786.00
27,"MT",377.00
27,"NC",4060.00
27,"ND",113.00
27,"NE",547.00
27,"NH",156.00
27,"NJ",1675.00
27,"NM",586.00
27,"NV",3530.00
27,"NY",1397.00
27,"OH",1747.00
27,"OK",2478.00
27,"OR",1246.00
27,"PA",1233.00
27,"RI",101.00
27,"SC",2107.00
27,"SD",93.00
27,"TN",2590.00
27,"TX",12373.00
27,"UT",2991.00
27,"VA",1564.00
27,"VT",41.00
27,"WA",2860.00
27,"WI",808.00
27,"WV",337.00
27,"WY",529.00
28,"AK",609.00
28,"AL",4558.00
28,"AR",6449.00
28,"AZ",5480.00
28,"CA",14495.00
28,"CO",2147.00
28,"CT",683.00
28,"DC",174.00
28,"DE",251.00
28,"FL",40340.00
28,"GA",5993.00
28,"HI",521.00
28,"IA",963.00
28,"ID",926.00
28,"IL",3919.00
28,"IN",2821.00
28,"KS",2724.00
28,"KY",2584.00
28,"LA",7590.00
28,"MA",1332.00
28,"MD",885.00
28,"ME",254.00
28,"MI",1199.00
28,"MN",1165.00
28,"MO",12297.00
28,"MS",2241.00
28,"MT",395.00
28,"NC",3648.00
28,"ND",152.00
28,"NE",538.00
28,"NH",179.00
28,"NJ",2166.00
28,"NM",838.00
28,"NV",4467.00
28,"NY",1881.00
28,"OH",2286.00
28,"OK",3846.00
28,"OR",1603.00
28,"PA",1758.00
28,"RI",202.00
28,"SC",2381.00
28,"SD",64.00
28,"TN",3019.00
28,"TX",16817.00
28,"UT",3231.00
28,"VA",2404.00
28,"VT",53.00
28,"WA",4415.00
28,"WI",1110.00
28,"WV",416.00
28,"WY",500.00
