"week","state","SumOfnew_case","SumOfSeries_Complete_Yes"
16,"CT",5647.00,8324253.00
16,"DC",640.00,1265426.00
16,"DE",2104.00,1854255.00
16,"FL",41225.00,38300764.00
16,"GA",9552.00,15197209.00
16,"HI",559.00,0.00
16,"IA",2968.00,6523777.00
16,"ID",1326.00,3039274.00
16,"IL",19423.00,23774200.00
16,"IN",6839.00,11451587.00
16,"KS",1675.00,5669610.00
16,"KY",3536.00,9014056.00
16,"LA",3418.00,8009857.00
16,"MA",10320.00,14902273.00
16,"MD",7229.00,12521532.00
16,"ME",2492.00,3208933.00
16,"MI",29617.00,19109706.00
16,"MN",12151.00,11923924.00
16,"MO",-6148.00,10518972.00
16,"MS",1675.00,4770370.00
16,"MT",959.00,2165556.00
16,"NC",12454.00,19780539.00
16,"ND",934.00,1617360.00
16,"NE",2435.00,3902011.00
16,"NH",2263.00,1037202.00
16,"NJ",20493.00,18913455.00
16,"NM",1358.00,5013598.00
16,"NV",2653.00,5376549.00
16,"NY",17600.00,40958022.00
16,"OH",11334.00,22680996.00
16,"OK",1554.00,7709311.00
16,"OR",5429.00,7730123.00
16,"PA",27398.00,24818687.00
16,"RI",1994.00,2423777.00
16,"SC",5220.00,8819925.00
16,"SD",930.00,1999219.00
16,"TN",7127.00,10587900.00
16,"TX",23278.00,0.00
16,"UT",2641.00,4656607.00
16,"VA",8077.00,16800561.00
16,"VT",585.00,1409505.00
16,"WA",9879.00,15073309.00
16,"WI",5112.00,12511590.00
16,"WV",2551.00,3449619.00
16,"WY",433.00,1019446.00
17,"AK",995.00,1775456.00
17,"AL",2670.00,7853138.00
17,"AR",1326.00,5252077.00
17,"AZ",5495.00,14964111.00
17,"CA",11726.00,82942945.00
17,"CO",12129.00,12676642.00
17,"CT",4181.00,9378288.00
17,"DC",529.00,1465520.00
17,"DE",1659.00,2141135.00
17,"FL",34411.00,43053821.00
17,"GA",8635.00,17429054.00
17,"HI",717.00,0.00
17,"IA",2496.00,7273932.00
17,"ID",1502.00,3342651.00
17,"IL",18870.00,26608290.00
17,"IN",7618.00,12668914.00
17,"KS",1765.00,6311074.00
17,"KY",3789.00,9834296.00
17,"LA",2996.00,8663934.00
17,"MA",8709.00,16978042.00
17,"MD",5732.00,14093890.00
17,"ME",2070.00,3566300.00
17,"MI",23190.00,21646913.00
17,"MN",10837.00,13292816.00
17,"MO",5021.00,11689800.00
17,"MS",1450.00,5120334.00
17,"MT",937.00,2379875.00
17,"NC",11538.00,21798236.00
17,"ND",1020.00,1725631.00
17,"NE",1396.00,4303091.00
17,"NH",1621.00,1056729.00
17,"NJ",11620.00,21247733.00
17,"NM",1517.00,5448489.00
17,"NV",2585.00,5855938.00
17,"NY",13777.00,45705390.00
17,"OH",10586.00,25649672.00
17,"OK",1523.00,8301121.00
17,"OR",5667.00,8754891.00
17,"PA",22811.00,27987055.00
17,"RI",1686.00,2639832.00
17,"SC",4631.00,9750307.00
17,"SD",702.00,2221031.00
17,"TN",6312.00,11884310.00
17,"TX",23775.00,0.00
17,"UT",2583.00,5185166.00
17,"VA",7104.00,19064106.00
17,"VT",516.00,1566517.00
17,"WA",9467.00,16780856.00
17,"WI",5148.00,14074283.00
17,"WV",2430.00,3724339.00
17,"WY",454.00,1100261.00
18,"AK",698.00,1859932.00
18,"AL",2365.00,8518557.00
18,"AR",1447.00,5669879.00
18,"AZ",4811.00,16111282.00
18,"CA",10643.00,91648162.00
18,"CO",9578.00,14184567.00
18,"CT",3324.00,10383038.00
18,"DC",416.00,1629578.00
18,"DE",1233.00,2381463.00
18,"FL",27125.00,47027895.00
18,"GA",7843.00,19438737.00
18,"HI",658.00,0.00
18,"IA",2333.00,8026755.00
18,"ID",1125.00,3589093.00
18,"IL",15358.00,28887150.00
18,"IN",7234.00,14038371.00
18,"KS",1395.00,6818710.00
18,"KY",3504.00,10443020.00
18,"LA",3303.00,9054034.00
18,"MA",6261.00,19019941.00
18,"MD",4136.00,15426500.00
18,"ME",2147.00,3954876.00
18,"MI",15394.00,23759239.00
18,"MN",9435.00,14534944.00
18,"MO",3589.00,12714254.00
18,"MS",1511.00,5446693.00
18,"MT",904.00,2562457.00
18,"NC",9743.00,23912480.00
18,"ND",774.00,1789476.00
18,"NE",1233.00,4730588.00
18,"NH",1338.00,1720203.00
18,"NJ",8743.00,23407600.00
18,"NM",1576.00,5912268.00
18,"NV",2541.00,6411590.00
18,"NY",10802.00,50760858.00
18,"OH",8796.00,27809956.00
18,"OK",1288.00,8724030.00
18,"OR",5207.00,9686952.00
18,"PA",18183.00,30798940.00
18,"RI",1327.00,2898967.00
18,"SC",4168.00,10536785.00
18,"SD",570.00,2388467.00
18,"TN",5520.00,13091581.00
18,"TX",16981.00,0.00
18,"UT",2387.00,5706722.00
18,"VA",5336.00,21167272.00
18,"VT",409.00,1734516.00
18,"WA",9184.00,18375857.00
18,"WI",4633.00,15281599.00
18,"WV",2503.00,3931543.00
18,"WY",479.00,1160602.00
19,"AK",530.00,1910047.00
19,"AL",2026.00,9178110.00
19,"AR",1272.00,6010376.00
19,"AZ",4114.00,17257482.00
19,"CA",8911.00,101467432.00
19,"CO",8688.00,15848124.00
19,"CT",2204.00,11508036.00
19,"DC",324.00,1851992.00
19,"DE",858.00,2585655.00
19,"FL",22608.00,52039296.00
19,"GA",5742.00,21102914.00
19,"HI",524.00,0.00
19,"IA",1669.00,8653731.00
19,"ID",1103.00,3785625.00
19,"IL",11794.00,31456071.00
19,"IN",5925.00,15332087.00
19,"KS",1131.00,7289783.00
19,"KY",2862.00,11102621.00
19,"LA",3066.00,9607783.00
19,"MA",4950.00,21333421.00
19,"MD",2879.00,17077659.00
19,"ME",1721.00,4379376.00
19,"MI",10634.00,25900277.00
19,"MN",6663.00,15840078.00
19,"MO",2998.00,13701476.00
19,"MS",1204.00,5697944.00
19,"MT",755.00,2703312.00
19,"NC",7297.00,25486252.00
19,"ND",622.00,1849045.00
19,"NE",952.00,5215385.00
19,"NH",1062.00,2773724.00
19,"NJ",2935.00,25727813.00
19,"NM",1306.00,6327855.00
19,"NV",2473.00,6993551.00
19,"NY",8436.00,55764181.00
19,"OH",7461.00,29879954.00
19,"OK",901.00,9043745.00
19,"OR",4375.00,10893554.00
19,"PA",12844.00,33535050.00
19,"RI",924.00,3198878.00
19,"SC",2918.00,11240734.00
19,"SD",399.00,2493164.00
19,"TN",4265.00,14317867.00
19,"TX",15545.00,0.00
19,"UT",2205.00,6282580.00
19,"VA",3534.00,23121111.00
19,"VT",343.00,1921079.00
19,"WA",8084.00,20283992.00
19,"WI",3585.00,16451513.00
19,"WV",2229.00,4075035.00
19,"WY",456.00,1213249.00
20,"AK",411.00,1955359.00
20,"AL",1822.00,9636567.00
20,"AR",1353.00,6271415.00
20,"AZ",3915.00,18106060.00
20,"CA",7494.00,110132694.00
20,"CO",5899.00,17002655.00
20,"CT",1256.00,12385259.00
20,"DC",188.00,2094279.00
20,"DE",700.00,2725064.00
20,"FL",18383.00,55624157.00
20,"GA",4542.00,22164963.00
20,"HI",546.00,0.00
20,"IA",1287.00,9148434.00
20,"ID",1143.00,3960434.00
20,"IL",9545.00,33554408.00
20,"IN",4890.00,16412489.00
20,"KS",1262.00,7537715.00
20,"KY",2587.00,11580561.00
20,"LA",2807.00,9883132.00
20,"MA",3306.00,23187015.00
20,"MD",2288.00,18461080.00
20,"ME",1264.00,4723799.00
20,"MI",7148.00,27593204.00
20,"MN",4705.00,17008042.00
20,"MO",3011.00,14381459.00
20,"MS",1157.00,5860703.00
20,"MT",524.00,2814371.00
20,"NC",6018.00,26587119.00
20,"ND",499.00,1890822.00
20,"NE",523.00,5448143.00
20,"NH",681.00,3068907.00
20,"NJ",3297.00,27472274.00
20,"NM",1157.00,6633793.00
20,"NV",1768.00,7422935.00
20,"NY",6150.00,59510921.00
20,"OH",6341.00,31262945.00
20,"OK",830.00,9296353.00
20,"OR",3177.00,11878507.00
20,"PA",9881.00,35975314.00
20,"RI",661.00,3563232.00
20,"SC",2402.00,11710420.00
20,"SD",264.00,2563844.00
20,"TN",3532.00,15105875.00
20,"TX",12075.00,0.00
20,"UT",1921.00,6787205.00
20,"VA",2845.00,24826638.00
20,"VT",221.00,2107162.00
20,"WA",6649.00,22160276.00
20,"WI",2839.00,17292525.00
20,"WV",1710.00,4178991.00
20,"WY",579.00,1248970.00
21,"AK",292.00,1993639.00
21,"AL",1220.00,9961396.00
21,"AR",1250.00,6476710.00
21,"AZ",4055.00,18845373.00
21,"CA",6389.00,116868107.00
21,"CO",5436.00,17919610.00
21,"CT",943.00,13060200.00
21,"DC",205.00,2259499.00
21,"DE",467.00,2871725.00
21,"FL",13791.00,58407949.00
21,"GA",3729.00,22985829.00
21,"HI",279.00,0.00
21,"IA",814.00,9511800.00
21,"ID",887.00,4089963.00
21,"IL",6498.00,35226296.00
21,"IN",3712.00,17231393.00
21,"KS",1013.00,7751759.00
21,"KY",1899.00,11955042.00
21,"LA",2919.00,10168875.00
21,"MA",1987.00,24865301.00
21,"MD",1419.00,19664481.00
21,"ME",759.00,5012389.00
21,"MI",3859.00,28894984.00
21,"MN",2778.00,17971980.00
21,"MO",3120.00,14819620.00
21,"MS",994.00,6011594.00
21,"MT",617.00,2896943.00
21,"NC",4619.00,27480383.00
21,"ND",332.00,1928786.00
21,"NE",357.00,5643573.00
21,"NH",455.00,3844517.00
21,"NJ",2102.00,28909432.00
21,"NM",945.00,6899032.00
21,"NV",1389.00,7772190.00
21,"NY",4002.00,62523305.00
21,"OH",4940.00,32341548.00
21,"OK",704.00,9486829.00
21,"OR",2648.00,12859741.00
21,"PA",6362.00,38030270.00
21,"RI",425.00,3745548.00
21,"SC",2006.00,12099814.00
21,"SD",250.00,2609185.00
21,"TN",2203.00,15625705.00
21,"TX",12002.00,0.00
21,"UT",1605.00,7151397.00
21,"VA",2363.00,26310903.00
21,"VT",105.00,2322258.00
21,"WA",7401.00,23906459.00
21,"WI",1875.00,17956263.00
21,"WV",1489.00,4266134.00
21,"WY",493.00,1280820.00
22,"AK",235.00,2025440.00
22,"AL",1081.00,10068284.00
22,"AR",1055.00,6639282.00
22,"AZ",2848.00,19347875.00
22,"CA",5797.00,121143016.00
22,"CO",4095.00,18508821.00
22,"CT",560.00,13488461.00
22,"DC",159.00,2339814.00
22,"DE",270.00,2988383.00
22,"FL",12546.00,60491156.00
22,"GA",2511.00,23999564.00
22,"HI",394.00,0.00
22,"IA",625.00,9745663.00
22,"ID",820.00,4179920.00
22,"IL",3840.00,36335267.00
22,"IN",3216.00,17773195.00
22,"KS",791.00,7910843.00
22,"KY",1260.00,12222798.00
22,"LA",2316.00,10384545.00
22,"MA",1157.00,26194282.00
22,"MD",864.00,20543925.00
22,"ME",494.00,5190193.00
22,"MI",2299.00,29695994.00
22,"MN",1323.00,18515772.00
22,"MO",2799.00,15119198.00
22,"MS",851.00,6124384.00
22,"MT",514.00,2946293.00
22,"NC",3229.00,28069628.00
22,"ND",264.00,1957746.00
22,"NE",275.00,5770619.00
22,"NH",199.00,4607987.00
22,"NJ",1806.00,29860919.00
22,"NM",613.00,7073979.00
22,"NV",1725.00,8023041.00
22,"NY",2508.00,64593346.00
22,"OH",2823.00,33126888.00
22,"OK",702.00,9628813.00
22,"OR",1991.00,13594410.00
22,"PA",3915.00,39515716.00
22,"RI",250.00,3872555.00
22,"SC",1428.00,12414167.00
22,"SD",93.00,2640459.00
22,"TN",1704.00,15991982.00
22,"TX",9285.00,0.00
22,"UT",1568.00,7324470.00
22,"VA",1349.00,27274451.00
22,"VT",67.00,2484592.00
22,"WA",4208.00,25154372.00
22,"WI",1107.00,18368354.00
22,"WV",905.00,4332237.00
22,"WY",477.00,1304944.00
23,"AK",179.00,2071046.00
23,"AL",987.00,10206700.00
23,"AR",1528.00,6782109.00
23,"AZ",3090.00,19915107.00
23,"CA",5912.00,126003269.00
23,"CO",4118.00,19145362.00
23,"CT",432.00,13976841.00
23,"DC",83.00,2399440.00
23,"DE",252.00,3091923.00
23,"FL",12325.00,62651718.00
23,"GA",2613.00,25154685.00
23,"HI",410.00,0.00
23,"IA",569.00,9979318.00
23,"ID",736.00,4264210.00
23,"IL",2394.00,37450870.00
23,"IN",2543.00,18283961.00
23,"KS",957.00,8060436.00
23,"KY",1530.00,12528001.00
23,"LA",1829.00,10612911.00
23,"MA",896.00,27513567.00
23,"MD",690.00,21365045.00
23,"ME",358.00,5359134.00
23,"MI",1523.00,30548573.00
23,"MN",1186.00,19054963.00
23,"MO",3803.00,15500181.00
23,"MS",804.00,6252611.00
23,"MT",491.00,3035240.00
23,"NC",2784.00,28759974.00
23,"ND",233.00,1983610.00
23,"NE",228.00,5916503.00
23,"NH",194.00,4855644.00
23,"NJ",1661.00,30929399.00
23,"NM",576.00,7225128.00
23,"NV",1685.00,8255202.00
23,"NY",1840.00,66877496.00
23,"OH",2416.00,34033607.00
23,"OK",989.00,9780713.00
23,"OR",1870.00,14242042.00
23,"PA",2997.00,40984251.00
23,"RI",196.00,4001224.00
23,"SC",1301.00,12775857.00
23,"SD",79.00,2682503.00
23,"TN",1239.00,16321118.00
23,"TX",14433.00,0.00
23,"UT",1945.00,7569550.00
23,"VA",1004.00,28286908.00
23,"VT",52.00,2611577.00
23,"WA",4109.00,26314195.00
23,"WI",893.00,18857285.00
23,"WV",673.00,4432217.00
23,"WY",479.00,1330764.00
24,"AK",162.00,2118592.00
24,"AL",992.00,10693180.00
24,"AR",1510.00,6951278.00
24,"AZ",2859.00,20553733.00
24,"CA",6326.00,131099549.00
24,"CO",2868.00,19880537.00
24,"CT",307.00,14497837.00
24,"DC",84.00,2467674.00
24,"DE",230.00,3211239.00
24,"FL",9530.00,65118273.00
24,"GA",2258.00,25572373.00
24,"HI",283.00,0.00
24,"IA",521.00,10243582.00
24,"ID",536.00,4357918.00
24,"IL",1642.00,38740847.00
24,"IN",2145.00,18874113.00
24,"KS",740.00,8260761.00
24,"KY",1169.00,12968437.00
24,"LA",2143.00,10870066.00
24,"MA",487.00,28420248.00
24,"MD",503.00,22412854.00
24,"ME",209.00,5564259.00
24,"MI",1120.00,31641521.00
24,"MN",786.00,19704142.00
24,"MO",4417.00,15985527.00
24,"MS",898.00,6400044.00
24,"MT",395.00,3111887.00
24,"NC",2694.00,29562843.00
24,"ND",126.00,2020033.00
24,"NE",197.00,6079926.00
24,"NH",187.00,5029267.00
24,"NJ",1618.00,32373378.00
24,"NM",666.00,7502394.00
24,"NV",1800.00,8558597.00
24,"NY",1365.00,69711615.00
24,"OH",1854.00,35098494.00
24,"OK",1056.00,10155723.00
24,"OR",1647.00,14945274.00
24,"PA",1846.00,42560718.00
24,"RI",157.00,4169182.00
24,"SC",1050.00,13167166.00
24,"SD",58.00,2737820.00
24,"TN",1041.00,16808401.00
24,"TX",8491.00,0.00
24,"UT",2150.00,7958316.00
24,"VA",855.00,29493528.00
24,"VT",32.00,2754171.00
24,"WA",3037.00,27519515.00
24,"WI",580.00,19342990.00
24,"WV",471.00,4555003.00
24,"WY",382.00,1362049.00
25,"AK",240.00,2155442.00
25,"AL",1265.00,11063283.00
25,"AR",2192.00,7099422.00
25,"AZ",3448.00,21091306.00
25,"CA",7528.00,134819437.00
25,"CO",3056.00,20476514.00
25,"CT",471.00,14849433.00
25,"DC",65.00,2535053.00
25,"DE",105.00,3306350.00
25,"FL",11214.00,67221238.00
25,"GA",2338.00,26314192.00
25,"HI",275.00,0.00
25,"IA",522.00,10453795.00
25,"ID",608.00,4437438.00
25,"IL",1742.00,39856735.00
25,"IN",1706.00,19340287.00
25,"KS",829.00,8415452.00
25,"KY",1107.00,13312743.00
25,"LA",2153.00,11091710.00
25,"MA",415.00,29210555.00
25,"MD",343.00,23009716.00
25,"ME",170.00,5694083.00
25,"MI",1000.00,32415462.00
25,"MN",640.00,20161708.00
25,"MO",5675.00,16494366.00
25,"MS",1109.00,6534014.00
25,"MT",359.00,3168067.00
25,"NC",2568.00,30208454.00
25,"ND",102.00,2048945.00
25,"NE",289.00,6268308.00
25,"NH",141.00,5157332.00
25,"NJ",1706.00,33448372.00
25,"NM",570.00,7762743.00
25,"NV",2833.00,8808097.00
25,"NY",838.00,71831543.00
25,"OH",1896.00,35969604.00
25,"OK",1422.00,10433827.00
25,"OR",1486.00,15383630.00
25,"PA",1349.00,43733851.00
25,"RI",146.00,4284712.00
25,"SC",1205.00,13558270.00
25,"SD",97.00,2773711.00
25,"TN",1159.00,17208488.00
25,"TX",8497.00,0.00
25,"UT",2154.00,8190520.00
25,"VA",1154.00,30386106.00
25,"VT",24.00,2829121.00
25,"WA",3201.00,28460043.00
25,"WI",578.00,19752187.00
25,"WV",380.00,4660863.00
25,"WY",464.00,1385222.00
26,"AK",272.00,2206931.00
26,"AL",1364.00,11217515.00
26,"AR",3418.00,7221176.00
26,"AZ",3807.00,21725523.00
26,"CA",10376.00,137954067.00
26,"CO",2008.00,20916464.00
26,"CT",353.00,15139160.00
26,"DC",73.00,2584721.00
26,"DE",189.00,3409952.00
26,"FL",15369.00,68850112.00
26,"GA",2804.00,27028102.00
26,"HI",301.00,0.00
26,"IA",594.00,10601085.00
26,"ID",502.00,4509996.00
26,"IL",2176.00,40957196.00
26,"IN",2081.00,19723732.00
26,"KS",1309.00,8556306.00
26,"KY",1155.00,13603589.00
26,"LA",3229.00,11333027.00
26,"MA",472.00,29729314.00
26,"MD",454.00,23722167.00
26,"ME",139.00,5773807.00
26,"MI",1164.00,32881094.00
26,"MN",620.00,20480024.00
26,"MO",6550.00,16770294.00
26,"MS",1102.00,6646168.00
26,"MT",347.00,3210724.00
26,"NC",3032.00,30694364.00
26,"ND",75.00,2073004.00
26,"NE",462.00,6446939.00
26,"NH",152.00,5323878.00
26,"NJ",1433.00,34308920.00
26,"NM",410.00,7973384.00
26,"NV",3180.00,9044242.00
26,"NY",1088.00,73649086.00
26,"OH",1743.00,36614127.00
26,"OK",1811.00,10638107.00
26,"OR",1151.00,15740159.00
26,"PA",1294.00,44496728.00
26,"RI",124.00,4368360.00
26,"SC",1257.00,13949532.00
26,"SD",95.00,2809151.00
26,"TN",1666.00,17588333.00
26,"TX",10030.00,0.00
26,"UT",2729.00,8354054.00
26,"VA",1234.00,30978510.00
26,"VT",26.00,2866132.00
26,"WA",2374.00,29080404.00
26,"WI",609.00,20219271.00
26,"WV",322.00,4734889.00
26,"WY",494.00,1411050.00
27,"AK",327.00,2262421.00
27,"AL",2450.00,11348015.00
27,"AR",5138.00,7319654.00
27,"AZ",4118.00,22252096.00
27,"CA",14009.00,140028815.00
27,"CO",1888.00,21180937.00
27,"CT",473.00,15310294.00
27,"DC",91.00,2621768.00
27,"DE",173.00,3459830.00
27,"FL",26540.00,70029649.00
27,"GA",4116.00,27525403.00
27,"HI",382.00,0.00
27,"IA",601.00,10701923.00
27,"ID",694.00,4556496.00
27,"IL",3170.00,41511422.00
27,"IN",2313.00,20164470.00
27,"KS",1933.00,8646945.00
27,"KY",1468.00,13776700.00
27,"LA",5292.00,11550572.00
27,"MA",730.00,30050350.00
27,"MD",581.00,24029563.00
27,"ME",111.00,5845766.00
27,"MI",976.00,33196075.00
27,"MN",699.00,20688204.00
27,"MO",10066.00,16970856.00
27,"MS",1786.00,6828843.00
27,"MT",377.00,3237981.00
27,"NC",4060.00,31046357.00
27,"ND",113.00,2090269.00
27,"NE",547.00,6506828.00
27,"NH",156.00,5425540.00
27,"NJ",1675.00,34782354.00
27,"NM",586.00,8118531.00
27,"NV",3530.00,9182055.00
27,"NY",1397.00,74730243.00
27,"OH",1747.00,37017374.00
27,"OK",2478.00,10758273.00
27,"OR",1246.00,16051826.00
27,"PA",1233.00,45085349.00
27,"RI",101.00,4413724.00
27,"SC",2107.00,14125399.00
27,"SD",93.00,2834391.00
27,"TN",2590.00,18038392.00
27,"TX",12373.00,0.00
27,"UT",2991.00,8467937.00
27,"VA",1564.00,31399773.00
27,"VT",41.00,2889878.00
27,"WA",2860.00,29552559.00
27,"WI",808.00,20543527.00
27,"WV",337.00,4803357.00
27,"WY",529.00,1437279.00
28,"AK",609.00,2288066.00
28,"AL",4558.00,11486064.00
28,"AR",6449.00,7409745.00
28,"AZ",5480.00,22522024.00
28,"CA",14495.00,141914941.00
28,"CO",2147.00,21433165.00
28,"CT",683.00,15460574.00
28,"DC",174.00,2649118.00
28,"DE",251.00,3501424.00
28,"FL",40340.00,71018793.00
28,"GA",5993.00,27806131.00
28,"HI",521.00,0.00
28,"IA",963.00,10782255.00
28,"ID",926.00,4597095.00
28,"IL",3919.00,42002273.00
28,"IN",2821.00,20383705.00
28,"KS",2724.00,8722474.00
28,"KY",2584.00,13925163.00
28,"LA",7590.00,11691495.00
28,"MA",1332.00,30302869.00
28,"MD",885.00,24308877.00
28,"ME",254.00,5891096.00
28,"MI",1199.00,33561561.00
28,"MN",1165.00,20860230.00
28,"MO",12297.00,17151287.00
28,"MS",2241.00,6990338.00
28,"MT",395.00,3263057.00
28,"NC",3648.00,31375691.00
28,"ND",152.00,2105190.00
28,"NE",538.00,6566758.00
28,"NH",179.00,5466172.00
28,"NJ",2166.00,35208750.00
28,"NM",838.00,8201238.00
28,"NV",4467.00,9289367.00
28,"NY",1881.00,75687879.00
28,"OH",2286.00,37337950.00
28,"OK",3846.00,10872443.00
28,"OR",1603.00,16201691.00
28,"PA",1758.00,45611623.00
28,"RI",202.00,4459188.00
28,"SC",2381.00,14279440.00
28,"SD",64.00,2855932.00
28,"TN",3019.00,18246735.00
28,"TX",16817.00,0.00
28,"UT",3231.00,9266148.00
28,"VA",2404.00,31764225.00
28,"VT",53.00,2909029.00
28,"WA",4415.00,29968110.00
28,"WI",1110.00,20718692.00
28,"WV",416.00,4860092.00
28,"WY",500.00,1452467.00
