submission_date,Week,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths,,,State,Week no.,Total new Covid Cases
4/10/2021,15,MA,"657,578","618,054","39,524","2,300",193,"17,401","17,051",350,14,0,4/12/2021 0:00,Agree,Agree,,,,,
4/9/2021,15,MA,"655,278","615,947","39,331","2,312",128,"17,387","17,037",350,18,0,4/11/2021 0:00,Agree,Agree,,,,,
4/8/2021,14,MA,"652,966","613,763","39,203","2,393",455,"17,369","17,019",350,7,0,4/10/2021 0:00,Agree,Agree,,,,,
4/7/2021,14,MA,"650,573","611,825","38,748","2,550",258,"17,362","17,012",350,7,0,4/9/2021 0:00,Agree,Agree,,,,,
4/6/2021,14,MA,"648,023","609,533","38,490","1,803",237,"17,355","17,005",350,14,3,4/8/2021 0:00,Agree,Agree,,,,,
4/5/2021,14,MA,"646,220","607,967","38,253","2,988",76,"17,341","16,994",347,11,1,4/7/2021 0:00,Agree,Agree,,,,,
4/4/2021,14,MA,"643,232","605,055","38,177",0,0,"17,330","16,984",346,15,0,4/6/2021 0:00,Agree,Agree,,,,,
4/3/2021,14,MA,"643,232","605,055","38,177","2,453",190,"17,315","16,969",346,14,2,4/5/2021 0:00,Agree,Agree,,,,,
4/2/2021,14,MA,"640,779","602,792","37,987","2,440",280,"17,301","16,957",344,28,0,4/4/2021 0:00,Agree,Agree,,,,,
4/1/2021,13,MA,"638,339","600,632","37,707","2,759",304,"17,273","16,929",344,30,1,4/3/2021 0:00,Agree,Agree,,,,,
3/31/2021,13,MA,"635,580","598,177","37,403","2,499",247,"17,243","16,900",343,28,1,4/2/2021 0:00,Agree,Agree,,,,,
3/30/2021,13,MA,"633,081","595,925","37,156","2,050",367,"17,215","16,873",342,37,0,4/1/2021 0:00,Agree,Agree,,,,,
3/29/2021,13,MA,"631,031","594,242","36,789","1,500",36,"17,178","16,836",342,26,1,3/31/2021 0:00,Agree,Agree,,,,,
3/28/2021,13,MA,"629,531","592,778","36,753","1,975",158,"17,152","16,811",341,22,0,3/30/2021 0:00,Agree,Agree,,,,,
3/27/2021,13,MA,"627,556","590,961","36,595","2,570",208,"17,130","16,789",341,27,0,3/29/2021 0:00,Agree,Agree,,,,,
3/26/2021,13,MA,"624,986","588,599","36,387","2,760",459,"17,103","16,762",341,27,0,3/28/2021 0:00,Agree,Agree,,,,,
3/25/2021,12,MA,"622,226","586,298","35,928","2,410",136,"17,076","16,735",341,32,0,3/27/2021 0:00,Agree,Agree,,,,,
3/24/2021,12,MA,"619,816","584,024","35,792","2,121",256,"17,044","16,703",341,41,0,3/26/2021 0:00,Agree,Agree,,,,,
3/23/2021,12,MA,"617,695","582,159","35,536","1,821",345,"17,003","16,662",341,27,1,3/25/2021 0:00,Agree,Agree,,,,,
3/22/2021,12,MA,"615,874","580,683","35,191","1,206",103,"16,976","16,636",340,38,0,3/24/2021 0:00,Agree,Agree,,,,,
3/21/2021,12,MA,"614,668","579,580","35,088","1,811",133,"16,938","16,598",340,29,1,3/23/2021 0:00,Agree,Agree,,,,,
3/20/2021,12,MA,"612,857","577,902","34,955","2,376",496,"16,909","16,570",339,32,2,3/22/2021 0:00,Agree,Agree,,,,,
3/19/2021,12,MA,"610,481","576,022","34,459","2,163",276,"16,877","16,540",337,39,1,3/21/2021 0:00,Agree,Agree,,,,,
3/18/2021,11,MA,"608,318","574,135","34,183","1,941",84,"16,838","16,502",336,35,1,3/20/2021 0:00,Agree,Agree,,,,,
3/17/2021,11,MA,"606,377","572,278","34,099","1,711",71,"16,803","16,468",335,43,0,3/19/2021 0:00,Agree,Agree,,,,,
3/16/2021,11,MA,"604,666","570,638","34,028","1,202",184,"16,760","16,425",335,21,0,3/18/2021 0:00,Agree,Agree,,,,,
3/15/2021,11,MA,"603,464","569,620","33,844","1,156",152,"16,739","16,404",335,24,0,3/17/2021 0:00,Agree,Agree,,,,,
3/14/2021,11,MA,"602,308","568,616","33,692","1,692",184,"16,715","16,380",335,32,0,3/16/2021 0:00,Agree,Agree,,,,,
3/13/2021,11,MA,"600,616","567,108","33,508","1,757",209,"16,683","16,348",335,32,0,3/15/2021 0:00,Agree,Agree,,,,,
3/12/2021,11,MA,"598,859","565,560","33,299","1,786",209,"16,651","16,316",335,36,1,3/14/2021 0:00,Agree,Agree,,,,,
3/11/2021,10,MA,"597,073","563,983","33,090","1,809",220,"16,615","16,281",334,27,0,3/13/2021 0:00,Agree,Agree,,,,,
3/10/2021,10,MA,"595,264","562,394","32,870","1,657",244,"16,588","16,254",334,37,0,3/12/2021 0:00,Agree,Agree,,,,,
3/9/2021,10,MA,"593,607","560,981","32,626","1,263",257,"16,551","16,217",334,34,0,3/11/2021 0:00,Agree,Agree,,,,,
3/8/2021,10,MA,"592,344","559,975","32,369",988,96,"16,517","16,183",334,38,0,3/10/2021 0:00,Agree,Agree,,,,,
3/7/2021,10,MA,"591,356","559,083","32,273","1,425",144,"16,479","16,145",334,26,1,3/9/2021 0:00,Agree,Agree,,,,,
3/6/2021,10,MA,"589,931","557,802","32,129","1,722",227,"16,453","16,120",333,33,0,3/8/2021 0:00,Agree,Agree,,,,,
3/5/2021,10,MA,"588,209","556,307","31,902","1,899",222,"16,420","16,087",333,36,2,3/7/2021 0:00,Agree,Agree,,,,,
3/4/2021,9,MA,"586,310","554,630","31,680","1,567",157,"16,384","16,053",331,51,0,3/6/2021 0:00,Agree,Agree,,,,,
3/3/2021,9,MA,"584,743","553,220","31,523","1,899",346,"16,333","16,002",331,30,0,3/5/2021 0:00,Agree,Agree,,,,,
3/2/2021,9,MA,"582,844","551,667","31,177",301,184,"16,303","15,972",331,31,1,3/4/2021 0:00,Agree,Agree,,,,,
3/1/2021,9,MA,"582,543","551,550","30,993","1,395",147,"16,272","15,942",330,53,5,3/3/2021 0:00,Agree,Agree,,,,,
2/28/2021,9,MA,"581,148","550,302","30,846","1,468",40,"16,219","15,894",325,39,1,3/2/2021 0:00,Agree,Agree,,,,,
2/27/2021,9,MA,"579,680","548,874","30,806","1,700",184,"16,180","15,856",324,51,0,3/1/2021 0:00,Agree,Agree,,,,,
2/26/2021,9,MA,"577,980","547,358","30,622","1,987",253,"16,129","15,805",324,42,0,2/28/2021 0:00,Agree,Agree,,,,,
2/25/2021,8,MA,"575,993","545,624","30,369","2,108",180,"16,087","15,763",324,48,1,2/27/2021 0:00,Agree,Agree,,,,,
2/24/2021,8,MA,"573,885","543,696","30,189","2,102",314,"16,039","15,716",323,44,1,2/26/2021 0:00,Agree,Agree,,,,,
2/23/2021,8,MA,"571,783","541,908","29,875","1,237",123,"15,995","15,673",322,39,0,2/25/2021 0:00,Agree,Agree,,,,,
2/22/2021,8,MA,"570,546","540,794","29,752","1,262",112,"15,956","15,634",322,40,0,2/24/2021 0:00,Agree,Agree,,,,,
2/21/2021,8,MA,"569,284","539,644","29,640","1,520",204,"15,916","15,594",322,42,2,2/23/2021 0:00,Agree,Agree,,,,,
2/20/2021,8,MA,"567,764","538,328","29,436","1,970",148,"15,874","15,554",320,36,2,2/22/2021 0:00,Agree,Agree,,,,,
2/19/2021,8,MA,"565,794","536,506","29,288","1,818",139,"15,838","15,520",318,50,0,2/21/2021 0:00,Agree,Agree,,,,,
2/18/2021,7,MA,"563,976","534,827","29,149","2,040",237,"15,788","15,470",318,42,1,2/20/2021 0:00,Agree,Agree,,,,,
2/17/2021,7,MA,"561,936","533,024","28,912","1,360",38,"15,746","15,429",317,35,3,2/19/2021 0:00,Agree,Agree,,,,,
2/16/2021,7,MA,"560,576","531,702","28,874","1,226",259,"15,711","15,397",314,57,2,2/18/2021 0:00,Agree,Agree,,,,,
2/15/2021,7,MA,"559,350","530,735","28,615","1,573",93,"15,654","15,342",312,43,0,2/17/2021 0:00,Agree,Agree,,,,,
2/14/2021,7,MA,"557,777","529,255","28,522","1,882",62,"15,611","15,299",312,69,1,2/16/2021 0:00,Agree,Agree,,,,,
2/13/2021,7,MA,"555,895","527,435","28,460","2,083",134,"15,542","15,231",311,36,0,2/15/2021 0:00,Agree,Agree,,,,,
2/12/2021,7,MA,"553,812","525,486","28,326","2,416",188,"15,506","15,195",311,55,0,2/14/2021 0:00,Agree,Agree,,,,,
2/11/2021,6,MA,"551,396","523,258","28,138","2,450",237,"15,451","15,140",311,54,1,2/13/2021 0:00,Agree,Agree,,,,,
2/10/2021,6,MA,"548,946","521,045","27,901","2,050",130,"15,397","15,087",310,68,0,2/12/2021 0:00,Agree,Agree,,,,,
2/9/2021,6,MA,"546,896","519,125","27,771","1,593",274,"15,329","15,019",310,46,0,2/11/2021 0:00,Agree,Agree,,,,,
2/8/2021,6,MA,"545,303","517,806","27,497","1,369",93,"15,283","14,973",310,43,1,2/10/2021 0:00,Agree,Agree,,,,,
2/7/2021,6,MA,"543,934","516,530","27,404","3,107",103,"15,240","14,931",309,43,2,2/9/2021 0:00,Agree,Agree,,,,,
2/6/2021,6,MA,"540,827","513,526","27,301","3,619",241,"15,197","14,890",307,48,0,2/8/2021 0:00,Agree,Agree,,,,,
2/5/2021,6,MA,"537,208","510,148","27,060","3,287",305,"15,149","14,842",307,71,2,2/7/2021 0:00,Agree,Agree,,,,,
2/4/2021,5,MA,"533,921","507,166","26,755","2,804",202,"15,078","14,773",305,64,3,2/6/2021 0:00,Agree,Agree,,,,,
2/3/2021,5,MA,"531,117","504,564","26,553","2,455",269,"15,014","14,712",302,59,0,2/5/2021 0:00,Agree,Agree,,,,,
2/2/2021,5,MA,"528,662","502,378","26,284","2,239",276,"14,955","14,653",302,55,2,2/4/2021 0:00,Agree,Agree,,,,,
2/1/2021,5,MA,"526,423","500,415","26,008","2,398",128,"14,900","14,600",300,68,3,2/3/2021 0:00,Agree,Agree,,,,,
1/31/2021,5,MA,"524,025","498,145","25,880","2,665",119,"14,832","14,535",297,64,0,2/2/2021 0:00,Agree,Agree,,,,,
1/30/2021,5,MA,"521,360","495,599","25,761","4,108",151,"14,768","14,471",297,59,2,2/1/2021 0:00,Agree,Agree,,,,,
1/29/2021,5,MA,"517,252","491,642","25,610","3,118",337,"14,709","14,414",295,64,1,1/31/2021 0:00,Agree,Agree,,,,,
1/28/2021,4,MA,"514,134","488,861","25,273","4,631",409,"14,645","14,351",294,83,0,1/30/2021 0:00,Agree,Agree,,,,,
1/27/2021,4,MA,"509,503","484,639","24,864","3,320",298,"14,562","14,268",294,86,2,1/29/2021 0:00,Agree,Agree,,,,,
1/26/2021,4,MA,"506,183","481,617","24,566","2,495",280,"14,476","14,184",292,93,0,1/28/2021 0:00,Agree,Agree,,,,,
1/25/2021,4,MA,"503,688","479,402","24,286","3,651",174,"14,383","14,091",292,65,1,1/27/2021 0:00,Agree,Agree,,,,,
1/24/2021,4,MA,"500,037","475,925","24,112","3,944",194,"14,318","14,027",291,60,1,1/26/2021 0:00,Agree,Agree,,,,,
1/23/2021,4,MA,"496,093","472,175","23,918","4,641",311,"14,258","13,968",290,70,0,1/25/2021 0:00,Agree,Agree,,,,,
1/22/2021,4,MA,"491,452","467,845","23,607","5,272",337,"14,188","13,898",290,85,0,1/24/2021 0:00,Agree,Agree,,,,,
1/21/2021,3,MA,"486,180","462,910","23,270","5,140",319,"14,103","13,813",290,71,3,1/23/2021 0:00,Agree,Agree,,,,,
1/20/2021,3,MA,"481,040","458,089","22,951","4,514",527,"14,032","13,745",287,76,2,1/22/2021 0:00,Agree,Agree,,,,,
1/19/2021,3,MA,"476,526","454,102","22,424","3,085",518,"13,956","13,671",285,65,1,1/21/2021 0:00,Agree,Agree,,,,,
1/18/2021,3,MA,"473,441","451,535","21,906","3,301",77,"13,891","13,607",284,69,2,1/20/2021 0:00,Agree,Agree,,,,,
1/17/2021,3,MA,"470,140","448,311","21,829","4,414",131,"13,822","13,540",282,66,2,1/19/2021 0:00,Agree,Agree,,,,,
1/16/2021,3,MA,"465,726","444,028","21,698","5,799",142,"13,756","13,476",280,65,1,1/18/2021 0:00,Agree,Agree,,,,,
1/15/2021,3,MA,"459,927","438,371","21,556","5,525",451,"13,691","13,412",279,67,2,1/17/2021 0:00,Agree,Agree,,,,,
1/14/2021,2,MA,"454,402","433,297","21,105","5,955",410,"13,624","13,347",277,70,1,1/16/2021 0:00,Agree,Agree,,,,,
1/13/2021,2,MA,"448,447","427,752","20,695","5,918",640,"13,554","13,278",276,80,0,1/15/2021 0:00,Agree,Agree,,,,,
1/12/2021,2,MA,"442,529","422,474","20,055","5,487",581,"13,474","13,198",276,69,0,1/14/2021 0:00,Agree,Agree,,,,,
1/11/2021,2,MA,"437,042","417,568","19,474","4,251",12,"13,405","13,129",276,60,0,1/13/2021 0:00,Agree,Agree,,,,,
1/10/2021,2,MA,"432,791","413,329","19,462","5,656",260,"13,345","13,069",276,86,1,1/12/2021 0:00,Agree,Agree,,,,,
1/9/2021,2,MA,"427,135","407,933","19,202","7,414",304,"13,259","12,984",275,76,1,1/11/2021 0:00,Agree,Agree,,,,,
1/8/2021,2,MA,"419,721","400,823","18,898","8,120",485,"13,183","12,909",274,68,0,1/10/2021 0:00,Agree,Agree,,,,,
1/7/2021,1,MA,"411,601","393,188","18,413","7,548",412,"13,115","12,841",274,73,0,1/9/2021 0:00,Agree,Agree,,,,,
1/6/2021,1,MA,"404,053","386,052","18,001","6,851",432,"13,042","12,768",274,85,0,1/8/2021 0:00,Agree,Agree,,,,,
1/5/2021,1,MA,"397,202","379,633","17,569","4,634",456,"12,957","12,683",274,71,2,1/7/2021 0:00,Agree,Agree,,,,,
1/4/2021,1,MA,"392,568","375,455","17,113","4,906",548,"12,886","12,614",272,65,2,1/6/2021 0:00,Agree,Agree,,,,,
1/3/2021,1,MA,"387,662","371,097","16,565","3,481",371,"12,821","12,551",270,63,0,1/5/2021 0:00,Agree,Agree,,,,,
1/2/2021,1,MA,"384,181","367,987","16,194","9,003",461,"12,758","12,488",270,81,2,1/4/2021 0:00,Agree,Agree,,,,,
1/1/2021,1,MA,"375,178","359,445","15,733",0,0,"12,677","12,409",268,64,1,1/3/2021 0:00,Agree,Agree,,,,,
12/31/2020,53,MA,"375,178","359,445","15,733","7,260",373,"12,613","12,346",267,84,1,1/2/2021 0:00,Agree,Agree,,,,,
12/30/2020,53,MA,"367,918","352,558","15,360","6,839",704,"12,529","12,263",266,56,0,1/1/2021 0:00,Agree,Agree,,,,,
12/29/2020,53,MA,"361,079","346,423","14,656","4,145",486,"12,473","12,207",266,80,3,12/31/2020 0:00,Agree,Agree,,,,,
12/28/2020,53,MA,"356,934","342,764","14,170","4,198",138,"12,393","12,130",263,76,0,12/30/2020 0:00,Agree,Agree,,,,,
12/27/2020,53,MA,"352,736","338,704","14,032","3,134",161,"12,317","12,054",263,63,3,12/29/2020 0:00,Agree,Agree,,,,,
12/26/2020,53,MA,"349,602","335,731","13,871","7,677",253,"12,254","11,994",260,62,1,12/28/2020 0:00,Agree,Agree,,,,,
12/25/2020,53,MA,"341,925","328,307","13,618",0,0,"12,192","11,933",259,67,1,12/27/2020 0:00,Agree,Agree,,,,,
12/24/2020,52,MA,"341,925","328,307","13,618","5,937",282,"12,125","11,867",258,81,0,12/26/2020 0:00,Agree,Agree,,,,,
12/23/2020,52,MA,"335,988","322,652","13,336","4,814",305,"12,044","11,786",258,50,1,12/25/2020 0:00,Agree,Agree,,,,,
12/22/2020,52,MA,"331,174","318,143","13,031","3,800",507,"11,994","11,737",257,73,0,12/24/2020 0:00,Agree,Agree,,,,,
12/21/2020,52,MA,"327,374","314,850","12,524","3,843",83,"11,921","11,664",257,52,3,12/23/2020 0:00,Agree,Agree,,,,,
12/20/2020,52,MA,"323,531","311,090","12,441","4,261",99,"11,869","11,615",254,59,1,12/22/2020 0:00,Agree,Agree,,,,,
12/19/2020,52,MA,"319,270","306,928","12,342","4,344",349,"11,810","11,557",253,60,0,12/21/2020 0:00,Agree,Agree,,,,,
12/18/2020,52,MA,"314,926","302,933","11,993","5,679",47,"11,750","11,497",253,57,1,12/20/2020 0:00,Agree,Agree,,,,,
12/17/2020,51,MA,"309,247","297,301","11,946","5,135",150,"11,693","11,441",252,56,0,12/19/2020 0:00,Agree,Agree,,,,,
12/16/2020,51,MA,"304,112","292,316","11,796","5,952",502,"11,637","11,385",252,50,0,12/18/2020 0:00,Agree,Agree,,,,,
12/15/2020,51,MA,"298,160","286,866","11,294","3,929",209,"11,587","11,335",252,45,0,12/17/2020 0:00,Agree,Agree,,,,,
12/14/2020,51,MA,"294,231","283,146","11,085","3,653",81,"11,542","11,290",252,53,0,12/16/2020 0:00,Agree,Agree,,,,,
12/13/2020,51,MA,"290,578","279,574","11,004","4,853",176,"11,489","11,237",252,54,0,12/15/2020 0:00,Agree,Agree,,,,,
12/12/2020,51,MA,"285,725","274,897","10,828","5,289",321,"11,435","11,183",252,49,0,12/14/2020 0:00,Agree,Agree,,,,,
12/11/2020,51,MA,"280,436","269,929","10,507","5,655",180,"11,386","11,134",252,49,1,12/13/2020 0:00,Agree,Agree,,,,,
12/10/2020,50,MA,"274,781","264,454","10,327","5,369",239,"11,337","11,086",251,56,3,12/12/2020 0:00,Agree,Agree,,,,,
12/9/2020,50,MA,"269,412","259,324","10,088","5,965",290,"11,281","11,033",248,53,2,12/11/2020 0:00,Agree,Agree,,,,,
12/8/2020,50,MA,"263,447","253,649","9,798","4,122",495,"11,228","10,982",246,42,0,12/10/2020 0:00,Agree,Agree,,,,,
12/7/2020,50,MA,"259,325","250,022","9,303","2,481",18,"11,186","10,940",246,63,2,12/9/2020 0:00,Agree,Agree,,,,,
12/6/2020,50,MA,"256,844","247,559","9,285","4,827",80,"11,123","10,879",244,49,1,12/8/2020 0:00,Agree,Agree,,,,,
12/5/2020,50,MA,"252,017","242,812","9,205","5,619",263,"11,074","10,831",243,46,2,12/7/2020 0:00,Agree,Agree,,,,,
12/4/2020,50,MA,"246,398","237,456","8,942","5,491",299,"11,028","10,787",241,52,2,12/6/2020 0:00,Agree,Agree,,,,,
12/3/2020,49,MA,"240,907","232,264","8,643","6,675",198,"10,976","10,737",239,48,3,12/5/2020 0:00,Agree,Agree,,,,,
12/2/2020,49,MA,"234,232","225,787","8,445","5,027",414,"10,928","10,692",236,34,1,12/4/2020 0:00,Agree,Agree,,,,,
12/1/2020,49,MA,"229,205","221,174","8,031","3,073",228,"10,894","10,659",235,46,0,12/3/2020 0:00,Agree,Agree,,,,,
7/16/2021,29,MD,"464,031",,,183,0,"9,780","9,563",217,2,0,7/17/2021 13:43,N/A,Agree,,,,,
7/15/2021,28,MD,"463,848",,,183,0,"9,778","9,561",217,5,0,7/16/2021 14:03,N/A,Agree,,,,,
7/14/2021,28,MD,"463,665",,,178,0,"9,773","9,556",217,4,0,7/15/2021 14:29,N/A,Agree,,,,,
7/13/2021,28,MD,"463,487",,,104,0,"9,769","9,552",217,4,0,7/14/2021 14:14,N/A,Agree,,,,,
7/12/2021,28,MD,"463,383",,,197,0,"9,765","9,548",217,3,0,7/13/2021 14:26,N/A,Agree,,,,,
7/11/2021,28,MD,"463,186",,,40,0,"9,762","9,545",217,0,0,7/12/2021 14:22,N/A,Agree,,,,,
7/10/2021,28,MD,"463,146",,,39,0,"9,762","9,545",217,0,0,7/12/2021 13:16,N/A,Agree,,,,,
7/9/2021,28,MD,"463,107",,,136,0,"9,762","9,545",217,2,0,7/10/2021 14:17,N/A,Agree,,,,,
7/8/2021,27,MD,"462,971",,,136,0,"9,760","9,543",217,2,0,7/9/2021 13:56,N/A,Agree,,,,,
7/7/2021,27,MD,"462,835",,,99,0,"9,758","9,541",217,3,0,7/8/2021 14:26,N/A,Agree,,,,,
7/6/2021,27,MD,"462,736",,,55,0,"9,755","9,538",217,1,0,7/7/2021 14:48,N/A,Agree,,,,,
7/5/2021,27,MD,"462,681",,,85,0,"9,754","9,537",217,5,0,7/6/2021 13:52,N/A,Agree,,,,,
7/4/2021,27,MD,"462,596",,,31,0,"9,749","9,532",217,0,0,7/5/2021 14:30,N/A,Agree,,,,,
7/3/2021,27,MD,"462,565",,,30,0,"9,749","9,532",217,0,0,7/5/2021 13:25,N/A,Agree,,,,,
7/2/2021,27,MD,"462,535",,,96,0,"9,749","9,532",217,3,0,7/3/2021 13:44,N/A,Agree,,,,,
7/1/2021,26,MD,"462,439",,,85,0,"9,746","9,529",217,2,0,7/2/2021 13:55,N/A,Agree,,,,,
6/30/2021,26,MD,"462,354",,,75,0,"9,744","9,527",217,3,0,7/1/2021 14:29,N/A,Agree,,,,,
6/29/2021,26,MD,"462,279",,,62,0,"9,741","9,524",217,1,0,6/30/2021 14:11,N/A,Agree,,,,,
6/28/2021,26,MD,"462,217",,,73,0,"9,740","9,523",217,3,0,6/29/2021 14:25,N/A,Agree,,,,,
6/27/2021,26,MD,"462,144",,,33,0,"9,737","9,520",217,2,0,6/28/2021 15:02,N/A,Agree,,,,,
6/26/2021,26,MD,"462,111",,,33,0,"9,735","9,518",217,1,0,6/28/2021 13:23,N/A,Agree,,,,,
6/25/2021,26,MD,"462,078",,,61,0,"9,734","9,517",217,4,0,6/26/2021 14:17,N/A,Agree,,,,,
6/24/2021,25,MD,"462,017",,,64,0,"9,730","9,513",217,1,0,6/25/2021 15:01,N/A,Agree,,,,,
6/23/2021,25,MD,"461,953",,,66,0,"9,729","9,512",217,7,0,6/24/2021 15:16,N/A,Agree,,,,,
6/22/2021,25,MD,"461,887",,,59,0,"9,722","9,505",217,7,0,6/23/2021 15:24,N/A,Agree,,,,,
6/21/2021,25,MD,"461,828",,,31,0,"9,715","9,498",217,4,0,6/22/2021 14:36,N/A,Agree,,,,,
6/20/2021,25,MD,"461,797",,,29,0,"9,711","9,494",217,2,0,6/21/2021 16:43,N/A,Agree,,,,,
6/19/2021,25,MD,"461,768",,,29,0,"9,709","9,492",217,2,0,6/18/2021 13:48,N/A,Agree,,,,,
6/18/2021,25,MD,"461,739",,,104,0,"9,707","9,490",217,4,0,6/18/2021 13:48,N/A,Agree,,,,,
6/17/2021,24,MD,"461,635",,,86,0,"9,703","9,486",217,5,0,6/18/2021 13:48,N/A,Agree,,,,,
6/16/2021,24,MD,"461,549",,,79,0,"9,698","9,481",217,3,0,6/17/2021 14:38,N/A,Agree,,,,,
6/15/2021,24,MD,"461,470",,,78,0,"9,695","9,478",217,4,0,6/16/2021 15:10,N/A,Agree,,,,,
6/14/2021,24,MD,"461,392",,,67,0,"9,691","9,474",217,3,-3,6/15/2021 14:44,N/A,Agree,,,,,
6/13/2021,24,MD,"461,325",,,60,0,"9,688","9,468",220,2,0,6/14/2021 15:07,N/A,Agree,,,,,
6/12/2021,24,MD,"461,265",,,82,0,"9,686","9,466",220,3,1,6/13/2021 13:40,N/A,Agree,,,,,
6/11/2021,24,MD,"461,183",,,86,0,"9,683","9,464",219,6,1,6/12/2021 14:13,N/A,Agree,,,,,
6/10/2021,23,MD,"461,097",,,113,0,"9,677","9,459",218,10,1,6/11/2021 14:20,N/A,Agree,,,,,
6/9/2021,23,MD,"460,984",,,121,0,"9,667","9,450",217,9,1,6/10/2021 14:48,N/A,Agree,,,,,
6/8/2021,23,MD,"460,863",,,126,0,"9,658","9,442",216,5,1,6/9/2021 14:26,N/A,Agree,,,,,
6/7/2021,23,MD,"460,737",,,78,0,"9,653","9,438",215,4,1,6/8/2021 15:05,N/A,Agree,,,,,
6/6/2021,23,MD,"460,659",,,84,0,"9,649","9,435",214,5,1,6/7/2021 14:36,N/A,Agree,,,,,
6/5/2021,23,MD,"460,575",,,103,0,"9,644","9,431",213,5,0,6/6/2021 13:36,N/A,Agree,,,,,
6/4/2021,23,MD,"460,472",,,133,0,"9,639","9,426",213,9,0,6/5/2021 13:49,N/A,Agree,,,,,
6/3/2021,22,MD,"460,339",,,279,0,"9,630","9,417",213,8,1,6/4/2021 14:56,N/A,Agree,,,,,
6/2/2021,22,MD,"460,060",,,65,0,"9,622","9,410",212,6,0,6/3/2021 15:22,N/A,Agree,,,,,
6/1/2021,22,MD,"459,995",,,51,0,"9,616","9,404",212,2,0,6/2/2021 14:35,N/A,Agree,,,,,
5/31/2021,22,MD,"459,944",,,50,0,"9,614","9,402",212,0,0,6/1/2021 15:18,N/A,Agree,,,,,
5/30/2021,22,MD,"459,894",,,183,0,"9,614","9,402",212,15,0,6/1/2021 0:00,N/A,Agree,,,,,
5/29/2021,22,MD,"459,711",,,182,0,"9,599","9,387",212,0,0,5/31/2021 0:00,N/A,Agree,,,,,
5/28/2021,22,MD,"459,529",,,186,0,"9,599","9,387",212,7,0,5/30/2021 0:00,N/A,Agree,,,,,
5/27/2021,21,MD,"459,343",,,248,0,"9,592","9,380",212,11,-1,5/29/2021 0:00,N/A,Agree,,,,,
5/26/2021,21,MD,"459,095",,,208,0,"9,581","9,368",213,4,1,5/28/2021 0:00,N/A,Agree,,,,,
5/25/2021,21,MD,"458,887",,,207,0,"9,577","9,365",212,6,0,5/27/2021 0:00,N/A,Agree,,,,,
5/24/2021,21,MD,"458,680",,,160,0,"9,571","9,359",212,10,0,5/26/2021 0:00,N/A,Agree,,,,,
5/23/2021,21,MD,"458,520",,,228,0,"9,561","9,349",212,3,0,5/25/2021 0:00,N/A,Agree,,,,,
5/22/2021,21,MD,"458,292",,,765,0,"9,558","9,346",212,9,0,5/24/2021 0:00,N/A,Agree,,,,,
5/21/2021,21,MD,"457,527",,,222,0,"9,549","9,337",212,7,0,5/23/2021 0:00,N/A,Agree,,,,,
5/20/2021,20,MD,"457,305",,,221,0,"9,542","9,330",212,14,0,5/22/2021 0:00,N/A,Agree,,,,,
5/19/2021,20,MD,"457,084",,,328,0,"9,528","9,316",212,11,0,5/21/2021 0:00,N/A,Agree,,,,,
5/18/2021,20,MD,"456,756",,,328,0,"9,517","9,305",212,8,0,5/20/2021 0:00,N/A,Agree,,,,,
5/17/2021,20,MD,"456,428",,,212,0,"9,509","9,297",212,13,0,5/19/2021 0:00,N/A,Agree,,,,,
5/16/2021,20,MD,"456,216",,,212,0,"9,496","9,284",212,11,0,5/18/2021 0:00,N/A,Agree,,,,,
5/15/2021,20,MD,"456,004",,,369,0,"9,485","9,273",212,3,0,5/17/2021 0:00,N/A,Agree,,,,,
5/14/2021,20,MD,"455,635",,,378,0,"9,482","9,270",212,10,0,5/16/2021 0:00,N/A,Agree,,,,,
5/13/2021,19,MD,"455,257",,,512,0,"9,472","9,260",212,15,0,5/15/2021 0:00,N/A,Agree,,,,,
5/12/2021,19,MD,"454,745",,,474,0,"9,457","9,245",212,19,0,5/14/2021 0:00,N/A,Agree,,,,,
5/11/2021,19,MD,"454,271",,,471,0,"9,438","9,226",212,10,0,5/13/2021 0:00,N/A,Agree,,,,,
5/10/2021,19,MD,"453,800",,,399,0,"9,428","9,216",212,7,0,5/12/2021 0:00,N/A,Agree,,,,,
5/9/2021,19,MD,"453,401",,,276,0,"9,421","9,209",212,13,0,5/11/2021 0:00,N/A,Agree,,,,,
5/8/2021,19,MD,"453,125",,,434,0,"9,408","9,196",212,13,0,5/10/2021 0:00,N/A,Agree,,,,,
5/7/2021,19,MD,"452,691",,,656,0,"9,395","9,183",212,7,0,5/9/2021 0:00,N/A,Agree,,,,,
5/6/2021,18,MD,"452,035",,,768,0,"9,388","9,176",212,10,0,5/8/2021 0:00,N/A,Agree,,,,,
5/5/2021,18,MD,"451,267",,,578,0,"9,378","9,166",212,9,0,5/7/2021 0:00,N/A,Agree,,,,,
5/4/2021,18,MD,"450,689",,,679,0,"9,369","9,157",212,12,0,5/6/2021 0:00,N/A,Agree,,,,,
5/3/2021,18,MD,"450,010",,,501,0,"9,357","9,145",212,10,0,5/5/2021 0:00,N/A,Agree,,,,,
5/2/2021,18,MD,"449,509",,,520,0,"9,347","9,135",212,20,0,5/4/2021 0:00,N/A,Agree,,,,,
