submission_date,Week,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths,,,State,Week no.,Total new Covid Cases
7/16/2021,29,AK,"69,453",,,133,0,374,,,0,0,7/17/2021 13:43,N/A,N/A,,,AK,29,133
7/15/2021,28,AK,"69,320",,,133,0,374,,,0,0,7/16/2021 14:03,N/A,N/A,,,AK,28,588
7/14/2021,28,AK,"69,187",,,118,0,374,,,0,0,7/15/2021 14:29,N/A,N/A,,,AK,27,304
7/13/2021,28,AK,"69,069",,,118,0,374,,,0,0,7/14/2021 14:14,N/A,N/A,,,AK,26,230
7/12/2021,28,AK,"68,951",,,54,0,374,,,2,0,7/13/2021 14:26,N/A,N/A,,,AK,25,239
7/11/2021,28,AK,"68,897",,,53,0,372,,,0,0,7/12/2021 14:22,N/A,N/A,,,AK,24,166
7/10/2021,28,AK,"68,844",,,53,0,372,,,0,0,7/12/2021 13:16,N/A,N/A,,,AK,23,202
7/9/2021,28,AK,"68,791",,,59,0,372,,,2,0,7/10/2021 14:17,N/A,N/A,,,AK,22,234
7/8/2021,27,AK,"68,732",,,58,0,370,,,0,0,7/9/2021 13:56,N/A,N/A,,,AK,21,314
7/7/2021,27,AK,"68,674",,,40,0,370,,,0,0,7/8/2021 14:26,N/A,N/A,,,AK,20,469
7/6/2021,27,AK,"68,634",,,39,0,370,,,0,0,7/7/2021 14:48,N/A,N/A,,,AK,19,570
7/5/2021,27,AK,"68,595",,,39,0,370,,,0,0,7/6/2021 13:52,N/A,N/A,,,AK,18,738
7/4/2021,27,AK,"68,556",,,39,0,370,,,0,0,7/5/2021 14:30,N/A,N/A,,,AK,17,1041
7/3/2021,27,AK,"68,517",,,39,0,370,,,0,0,7/5/2021 13:25,N/A,N/A,,,AK,16,1144
7/2/2021,27,AK,"68,478",,,50,0,370,,,0,0,7/3/2021 13:44,N/A,N/A,,,AK,15,1112
7/1/2021,26,AK,"68,428",,,49,0,370,,,0,0,7/2/2021 13:55,N/A,N/A,,,AK,14,1201
6/30/2021,26,AK,"68,379",,,40,0,370,,,3,0,7/1/2021 14:29,N/A,N/A,,,AK,13,1179
6/29/2021,26,AK,"68,339",,,39,0,367,,,0,0,6/30/2021 14:11,N/A,N/A,,,AK,12,944
6/28/2021,26,AK,"68,300",,,28,0,367,,,0,0,6/29/2021 14:25,N/A,N/A,,,AK,11,914
6/27/2021,26,AK,"68,272",,,27,0,367,,,0,0,6/28/2021 15:02,N/A,N/A,,,AK,10,908
6/26/2021,26,AK,"68,245",,,27,0,367,,,0,0,6/28/2021 13:23,N/A,N/A,,,AK,9,873
6/25/2021,26,AK,"68,218",,,20,0,367,,,0,0,6/26/2021 14:17,N/A,N/A,,,AK,8,881
6/24/2021,25,AK,"68,198",,,19,0,367,,,0,0,6/25/2021 15:01,N/A,N/A,,,AK,7,806
6/23/2021,25,AK,"68,179",,,34,0,367,,,1,0,6/24/2021 15:16,N/A,N/A,,,AK,6,990
6/22/2021,25,AK,"68,145",,,33,0,366,,,0,0,6/23/2021 15:24,N/A,N/A,,,AK,5,943
6/21/2021,25,AK,"68,112",,,81,0,366,,,0,0,6/22/2021 14:36,N/A,N/A,,,AK,4,1173
6/20/2021,25,AK,"68,031",,,26,0,366,,,0,0,6/21/2021 16:43,N/A,N/A,,,AK,3,1379
6/19/2021,25,AK,"68,005",,,23,0,366,,,0,0,6/18/2021 13:48,N/A,N/A,,,AK,2,1980
6/18/2021,25,AK,"67,982",,,23,0,366,,,0,0,6/18/2021 13:48,N/A,N/A,,,AK,1,2027
6/17/2021,24,AK,"67,959",,,23,0,366,,,0,0,6/18/2021 13:48,N/A,N/A,,,AK,53,1714
6/16/2021,24,AK,"67,936",,,26,0,366,,,0,0,6/17/2021 14:38,N/A,N/A,,,AK,52,2210
6/15/2021,24,AK,"67,910",,,25,0,366,,,0,0,6/16/2021 15:10,N/A,N/A,,,AK,51,3412
6/14/2021,24,AK,"67,885",,,22,0,366,,,0,0,6/15/2021 14:44,N/A,N/A,,,AK,50,4630
6/13/2021,24,AK,"67,863",,,20,0,366,,,0,0,6/14/2021 15:07,N/A,N/A,,,AK,49,2012
6/12/2021,24,AK,"67,843",,,20,0,366,,,0,0,6/13/2021 13:40,N/A,N/A,,,AL,29,901
6/11/2021,24,AK,"67,823",,,30,0,366,,,4,0,6/12/2021 14:13,N/A,N/A,,,AL,28,4506
6/10/2021,23,AK,"67,793",,,30,0,362,,,0,0,6/11/2021 14:20,N/A,N/A,,,AL,27,1955
6/9/2021,23,AK,"67,763",,,33,0,362,,,0,0,6/10/2021 14:48,N/A,N/A,,,AL,26,1372
6/8/2021,23,AK,"67,730",,,32,0,362,,,0,0,6/9/2021 14:26,N/A,N/A,,,AL,25,1155
6/7/2021,23,AK,"67,698",,,18,0,362,,,0,0,6/8/2021 15:05,N/A,N/A,,,AL,24,978
6/6/2021,23,AK,"67,680",,,16,0,362,,,0,0,6/7/2021 14:36,N/A,N/A,,,AL,23,969
6/5/2021,23,AK,"67,664",,,16,0,362,,,0,0,6/6/2021 13:36,N/A,N/A,,,AL,22,1124
6/4/2021,23,AK,"67,648",,,57,0,362,,,0,0,6/5/2021 13:49,N/A,N/A,,,AL,21,1424
6/3/2021,22,AK,"67,591",,,50,0,362,,,0,0,6/4/2021 14:56,N/A,N/A,,,AL,20,1835
6/2/2021,22,AK,"67,541",,,34,0,362,,,0,0,6/3/2021 15:22,N/A,N/A,,,AL,19,2073
6/1/2021,22,AK,"67,507",,,26,0,362,,,0,0,6/2/2021 14:35,N/A,N/A,,,AL,18,2465
5/31/2021,22,AK,"67,481",,,26,0,362,,,0,0,6/1/2021 15:18,N/A,N/A,,,AL,17,2707
5/30/2021,22,AK,"67,455",,,26,0,362,,,0,0,5/31/2021 13:43,N/A,N/A,,,AL,16,2784
5/29/2021,22,AK,"67,429",,,26,0,362,,,0,0,5/30/2021 13:32,N/A,N/A,,,AL,15,2935
5/28/2021,22,AK,"67,403",,,46,0,362,,,0,0,5/29/2021 13:33,N/A,N/A,,,AL,14,2713
5/27/2021,21,AK,"67,357",,,40,0,362,,,0,0,5/28/2021 13:29,N/A,N/A,,,AL,13,2498
5/26/2021,21,AK,"67,317",,,65,0,362,,,0,0,5/27/2021 13:41,N/A,N/A,,,AL,12,2677
5/25/2021,21,AK,"67,252",,,53,0,362,,,0,0,5/26/2021 13:48,N/A,N/A,,,AL,11,2946
5/24/2021,21,AK,"67,199",,,32,0,362,,,0,0,5/25/2021 14:17,N/A,N/A,,,AL,10,3190
5/23/2021,21,AK,"67,167",,,30,0,362,,,0,0,5/24/2021 13:46,N/A,N/A,,,AL,9,4031
5/22/2021,21,AK,"67,137",,,30,0,362,,,0,0,5/23/2021 13:37,N/A,N/A,,,AL,8,5553
5/21/2021,21,AK,"67,107",,,64,0,362,,,0,0,5/22/2021 18:59,N/A,N/A,,,AL,7,6134
5/20/2021,20,AK,"67,043",,,80,0,362,,,0,0,5/21/2021 14:08,N/A,N/A,,,AL,6,9083
5/19/2021,20,AK,"66,963",,,96,0,362,,,0,0,5/20/2021 15:08,N/A,N/A,,,AL,5,12098
5/18/2021,20,AK,"66,867",,,53,0,362,,,4,0,5/19/2021 14:37,N/A,N/A,,,AL,4,16833
5/17/2021,20,AK,"66,814",,,45,0,358,,,11,0,5/18/2021 14:26,N/A,N/A,,,AL,3,19309
5/16/2021,20,AK,"66,769",,,43,0,347,,,0,0,5/17/2021 14:13,N/A,N/A,,,AL,2,22529
5/15/2021,20,AK,"66,726",,,43,0,347,,,0,0,5/16/2021 13:46,N/A,N/A,,,AL,1,30049
5/14/2021,20,AK,"66,683",,,109,0,347,,,0,0,5/15/2021 13:54,N/A,N/A,,,AL,53,30326
5/13/2021,19,AK,"66,574",,,83,0,347,,,0,0,5/14/2021 14:07,N/A,N/A,,,AL,52,26796
5/12/2021,19,AK,"66,491",,,84,0,347,,,2,0,5/13/2021 14:28,N/A,N/A,,,AL,51,29251
5/11/2021,19,AK,"66,407",,,57,0,345,,,2,0,5/12/2021 14:33,N/A,N/A,,,AL,50,25121
5/10/2021,19,AK,"66,350",,,78,0,343,,,0,0,5/11/2021 13:53,N/A,N/A,,,AL,49,11541
5/9/2021,19,AK,"66,272",,,76,0,343,,,0,0,5/10/2021 14:15,N/A,N/A,,,AR,29,1342
5/8/2021,19,AK,"66,196",,,76,0,343,,,0,0,5/9/2021 13:43,N/A,N/A,,,AR,28,6933
5/7/2021,19,AK,"66,120",,,116,0,343,,,0,0,5/8/2021 13:45,N/A,N/A,,,AR,27,4220
5/6/2021,18,AK,"66,004",,,96,0,343,,,1,0,5/7/2021 13:36,N/A,N/A,,,AR,26,3133
5/5/2021,18,AK,"65,908",,,146,0,342,,,0,0,5/6/2021 14:14,N/A,N/A,,,AR,25,2007
5/4/2021,18,AK,"65,762",,,84,0,342,,,0,0,5/5/2021 14:14,N/A,N/A,,,AR,24,1729
5/3/2021,18,AK,"65,678",,,91,0,342,,,1,0,5/4/2021 14:00,N/A,N/A,,,AR,23,1327
5/2/2021,18,AK,"65,587",,,89,0,341,,,0,0,5/3/2021 13:58,N/A,N/A,,,AR,22,973
5/1/2021,18,AK,"65,498",,,89,0,341,,,0,0,5/2/2021 14:13,N/A,N/A,,,AR,21,1254
4/30/2021,18,AK,"65,409",,,143,0,341,,,0,0,5/1/2021 13:43,N/A,N/A,,,AR,20,1427
4/29/2021,17,AK,"65,266",,,166,0,341,,,0,0,4/30/2021 13:40,N/A,N/A,,,AR,19,1287
4/28/2021,17,AK,"65,100",,,184,0,341,,,0,0,4/29/2021 13:47,N/A,N/A,,,AR,18,1419
4/27/2021,17,AK,"64,916",,,130,0,341,,,0,0,4/27/2021 0:00,N/A,N/A,,,AR,17,1307
4/26/2021,17,AK,"64,786",,,83,0,341,,,0,0,4/26/2021 0:00,N/A,N/A,,,AR,16,1273
4/25/2021,17,AK,"64,703",,,200,0,341,,,0,0,4/25/2021 0:00,N/A,N/A,,,AR,15,1245
4/24/2021,17,AK,"64,503",,,136,0,341,,,0,0,4/24/2021 0:00,N/A,N/A,,,AR,14,1095
4/23/2021,17,AK,"64,367",,,142,0,341,,,0,0,4/23/2021 0:00,N/A,N/A,,,AR,13,1098
4/22/2021,16,AK,"64,225",,,218,0,341,,,0,0,4/22/2021 0:00,N/A,N/A,,,AR,12,1466
4/21/2021,16,AK,"64,007",,,213,0,341,,,0,0,4/21/2021 0:00,N/A,N/A,,,AR,11,2005
4/20/2021,16,AK,"63,794",,,98,0,341,,,0,0,4/20/2021 0:00,N/A,N/A,,,AR,10,2284
4/19/2021,16,AK,"63,696",,,116,0,341,,,0,0,4/19/2021 0:00,N/A,N/A,,,AR,9,5634
4/18/2021,16,AK,"63,580",,,141,0,341,,,0,0,4/18/2021 0:00,N/A,N/A,,,AR,8,3677
4/17/2021,16,AK,"63,439",,,177,0,341,,,0,0,4/17/2021 0:00,N/A,N/A,,,AR,7,3402
4/16/2021,16,AK,"63,262",,,181,0,341,,,0,0,4/16/2021 0:00,N/A,N/A,,,AR,6,8144
4/15/2021,15,AK,"63,081",,,186,0,341,,,0,0,4/15/2021 0:00,N/A,N/A,,,AR,5,12043
4/14/2021,15,AK,"62,895",,,197,0,341,,,0,0,4/14/2021 0:00,N/A,N/A,,,AR,4,11636
4/13/2021,15,AK,"62,698",,,132,0,341,,,0,0,4/13/2021 0:00,N/A,N/A,,,AR,3,14709
4/12/2021,15,AK,"62,566",,,78,0,341,,,0,0,4/12/2021 0:00,N/A,N/A,,,AR,2,18595
4/11/2021,15,AK,"62,488",,,97,0,341,,,0,0,4/11/2021 0:00,N/A,N/A,,,AR,1,20778
4/10/2021,15,AK,"62,391",,,179,0,341,,,0,0,4/10/2021 0:00,N/A,N/A,,,AR,53,13993
4/9/2021,15,AK,"62,212",,,243,0,341,,,0,0,4/9/2021 0:00,N/A,N/A,,,AR,52,16602
4/8/2021,14,AK,"61,969",,,222,0,341,,,1,0,4/8/2021 0:00,N/A,N/A,,,AR,51,15689
4/7/2021,14,AK,"61,747",,,217,0,340,,,0,0,4/7/2021 0:00,N/A,N/A,,,AR,50,14544
4/6/2021,14,AK,"61,530",,,84,0,340,,,0,0,4/6/2021 0:00,N/A,N/A,,,AR,49,6951
4/5/2021,14,AK,"61,446",,,117,0,340,,,0,0,4/5/2021 0:00,N/A,N/A,,,AS,29,0
4/4/2021,14,AK,"61,329",,,132,0,340,,,0,0,4/4/2021 0:00,N/A,N/A,,,AS,28,0
4/3/2021,14,AK,"61,197",,,233,0,340,,,0,0,4/3/2021 0:00,N/A,N/A,,,AS,27,0
4/2/2021,14,AK,"60,964",,,196,0,340,,,0,0,4/2/2021 0:00,N/A,N/A,,,AS,26,0
4/1/2021,13,AK,"60,768",,,230,0,340,,,0,0,4/1/2021 0:00,N/A,N/A,,,AS,25,0
3/31/2021,13,AK,"60,538",,,159,0,340,,,1,0,3/31/2021 0:00,N/A,N/A,,,AS,24,0
3/30/2021,13,AK,"60,379",,,86,0,339,,,1,0,3/30/2021 0:00,N/A,N/A,,,AS,23,0
3/29/2021,13,AK,"60,293",,,129,0,338,,,0,0,3/29/2021 0:00,N/A,N/A,,,AS,22,0
3/28/2021,13,AK,"60,164",,,199,0,338,,,0,0,3/28/2021 0:00,N/A,N/A,,,AS,21,0
3/27/2021,13,AK,"59,965",,,199,0,338,,,1,0,3/27/2021 0:00,N/A,N/A,,,AS,20,0
3/26/2021,13,AK,"59,766",,,177,0,337,,,2,0,3/26/2021 0:00,N/A,N/A,,,AS,19,0
3/25/2021,12,AK,"59,589",,,146,0,335,,,0,0,3/25/2021 0:00,N/A,N/A,,,AS,18,0
3/24/2021,12,AK,"59,443",,,210,0,335,,,2,0,3/24/2021 0:00,N/A,N/A,,,AS,17,0
3/23/2021,12,AK,"59,233",,,173,0,333,,,0,0,3/23/2021 0:00,N/A,N/A,,,AS,16,0
3/22/2021,12,AK,"59,060",,,50,0,333,,,0,0,3/22/2021 0:00,N/A,N/A,,,AS,15,0
3/21/2021,12,AK,"59,010",,,117,0,333,,,0,0,3/21/2021 0:00,N/A,N/A,,,AS,14,0
3/20/2021,12,AK,"58,893",,,185,0,333,,,1,0,3/20/2021 0:00,N/A,N/A,,,AS,13,-4
3/19/2021,12,AK,"58,708",,,63,0,332,,,0,0,3/19/2021 0:00,N/A,N/A,,,AS,12,0
3/18/2021,11,AK,"58,645",,,152,0,332,,,1,0,3/18/2021 0:00,N/A,N/A,,,AS,11,0
3/17/2021,11,AK,"58,493",,,176,0,331,,,0,0,3/17/2021 0:00,N/A,N/A,,,AS,10,0
3/16/2021,11,AK,"58,317",,,105,0,331,,,0,0,3/16/2021 0:00,N/A,N/A,,,AS,9,0
3/15/2021,11,AK,"58,212",,,95,0,331,,,0,0,3/15/2021 0:00,N/A,N/A,,,AS,8,0
3/14/2021,11,AK,"58,117",,,107,0,331,,,0,0,3/14/2021 0:00,N/A,N/A,,,AS,7,1
3/13/2021,11,AK,"58,010",,,169,0,331,,,0,0,3/13/2021 0:00,N/A,N/A,,,AS,6,0
3/12/2021,11,AK,"57,841",,,110,0,331,,,1,0,3/12/2021 0:00,N/A,N/A,,,AS,5,0
3/11/2021,10,AK,"57,731",,,215,0,330,,,0,0,3/11/2021 0:00,N/A,N/A,,,AS,4,0
3/10/2021,10,AK,"57,516",,,146,0,330,,,1,0,3/10/2021 0:00,N/A,N/A,,,AS,3,0
3/9/2021,10,AK,"57,370",,,90,0,329,,,0,0,3/9/2021 0:00,N/A,N/A,,,AS,2,0
3/8/2021,10,AK,"57,280",,,90,0,329,,,1,0,3/8/2021 0:00,N/A,N/A,,,AS,1,0
3/7/2021,10,AK,"57,190",,,102,0,328,,,0,0,3/7/2021 0:00,N/A,N/A,,,AS,53,0
3/6/2021,10,AK,"57,088",,,129,0,328,,,0,0,3/6/2021 0:00,N/A,N/A,,,AS,52,0
3/5/2021,10,AK,"56,959",,,136,0,328,,,2,0,3/5/2021 0:00,N/A,N/A,,,AS,51,0
3/4/2021,9,AK,"56,823",,,127,0,326,,,0,0,3/4/2021 0:00,N/A,N/A,,,AS,50,0
3/3/2021,9,AK,"56,696",,,173,0,326,,,0,0,3/3/2021 0:00,N/A,N/A,,,AS,49,0
3/2/2021,9,AK,"56,523",,,125,0,326,,,1,0,3/2/2021 0:00,N/A,N/A,,,AZ,29,1251
3/1/2021,9,AK,"56,398",,,67,0,325,,,2,0,3/1/2021 0:00,N/A,N/A,,,AZ,28,5957
2/28/2021,9,AK,"56,331",,,119,0,323,,,0,0,2/28/2021 0:00,N/A,N/A,,,AZ,27,3561
2/27/2021,9,AK,"56,212",,,160,0,323,,,1,0,2/27/2021 0:00,N/A,N/A,,,AZ,26,3698
2/26/2021,9,AK,"56,052",,,102,0,322,,,0,0,2/26/2021 0:00,N/A,N/A,,,AZ,25,3312
2/25/2021,8,AK,"55,950",,,150,0,322,,,0,0,2/25/2021 0:00,N/A,N/A,,,AZ,24,2925
2/24/2021,8,AK,"55,800",,,177,0,322,,,0,0,2/24/2021 0:00,N/A,N/A,,,AZ,23,2721
2/23/2021,8,AK,"55,623",,,57,0,322,,,2,0,2/23/2021 0:00,N/A,N/A,,,AZ,22,3589
2/22/2021,8,AK,"55,566",,,61,0,320,,,0,0,2/22/2021 0:00,N/A,N/A,,,AZ,21,3907
2/21/2021,8,AK,"55,505",,,113,0,320,,,2,0,2/21/2021 0:00,N/A,N/A,,,AZ,20,4027
2/20/2021,8,AK,"55,392",,,136,0,318,,,3,0,2/20/2021 0:00,N/A,N/A,,,AZ,19,4545
2/19/2021,8,AK,"55,256",,,187,0,315,,,1,0,2/19/2021 0:00,N/A,N/A,,,AZ,18,4970
2/18/2021,7,AK,"55,069",,,212,0,314,,,1,0,2/18/2021 0:00,N/A,N/A,,,AZ,17,5202
2/17/2021,7,AK,"54,857",,,39,0,313,,,1,0,2/17/2021 0:00,N/A,N/A,,,AZ,16,4726
2/16/2021,7,AK,"54,818",,,60,0,312,,,0,0,2/16/2021 0:00,N/A,N/A,,,AZ,15,4200
2/15/2021,7,AK,"54,758",,,84,0,312,,,0,0,2/15/2021 0:00,N/A,N/A,,,AZ,14,4708
2/14/2021,7,AK,"54,674",,,186,0,312,,,1,0,2/14/2021 0:00,N/A,N/A,,,AZ,13,4205
2/13/2021,7,AK,"54,488",,,94,0,311,,,1,0,2/13/2021 0:00,N/A,N/A,,,AZ,12,3380
2/12/2021,7,AK,"54,394",,,131,0,310,,,0,0,2/12/2021 0:00,N/A,N/A,,,AZ,11,4142
2/11/2021,6,AK,"54,263",,,132,0,310,,,0,0,2/11/2021 0:00,N/A,N/A,,,AZ,10,9357
2/10/2021,6,AK,"54,131",,,170,0,310,,,0,0,2/10/2021 0:00,N/A,N/A,,,AZ,9,8201
2/9/2021,6,AK,"53,961",,,106,0,310,,,1,0,2/9/2021 0:00,N/A,N/A,,,AZ,8,10835
2/8/2021,6,AK,"53,855",,,86,0,309,,,0,0,2/8/2021 0:00,N/A,N/A,,,AZ,7,11113
2/7/2021,6,AK,"53,769",,,212,0,309,,,0,0,2/7/2021 0:00,N/A,N/A,,,AZ,6,19331
2/6/2021,6,AK,"53,557",,,124,0,309,,,1,0,2/6/2021 0:00,N/A,N/A,,,AZ,5,28585
2/5/2021,6,AK,"53,433",,,160,0,308,,,0,0,2/5/2021 0:00,N/A,N/A,,,AZ,4,43311
2/4/2021,5,AK,"53,273",,,157,0,308,,,0,0,2/4/2021 0:00,N/A,N/A,,,AZ,3,50923
2/3/2021,5,AK,"53,116",,,176,0,308,,,0,0,2/3/2021 0:00,N/A,N/A,,,AZ,2,64468
2/2/2021,5,AK,"52,940",,,113,0,308,,,0,0,2/2/2021 0:00,N/A,N/A,,,AZ,1,64407
2/1/2021,5,AK,"52,827",,,65,0,308,,,0,0,2/1/2021 0:00,N/A,N/A,,,AZ,53,46231
1/31/2021,5,AK,"52,762",,,126,0,308,,,0,0,1/31/2021 0:00,N/A,N/A,,,AZ,52,38982
1/30/2021,5,AK,"52,636",,,129,0,308,,,0,0,1/30/2021 0:00,N/A,N/A,,,AZ,51,47528
1/29/2021,5,AK,"52,507",,,177,0,308,,,0,0,1/29/2021 0:00,N/A,N/A,,,AZ,50,41129
1/28/2021,4,AK,"52,330",,,174,0,308,,,0,0,1/28/2021 0:00,N/A,N/A,,,AZ,49,19613
1/27/2021,4,AK,"52,156",,,165,0,308,,,0,0,1/27/2021 0:00,N/A,N/A,,,CA,29,4651
1/26/2021,4,AK,"51,991",,,83,0,308,,,1,0,1/26/2021 0:00,N/A,N/A,,,CA,28,15495
1/25/2021,4,AK,"51,908",,,81,0,307,,,0,0,1/25/2021 0:00,N/A,N/A,,,CA,27,11974
1/24/2021,4,AK,"51,827",,,164,0,307,,,1,0,1/24/2021 0:00,N/A,N/A,,,CA,26,9318
1/23/2021,4,AK,"51,663",,,241,0,306,,,0,0,1/23/2021 0:00,N/A,N/A,,,CA,25,7012
1/22/2021,4,AK,"51,422",,,265,0,306,,,2,0,1/22/2021 0:00,N/A,N/A,,,CA,24,6051
1/21/2021,3,AK,"51,157",,,199,0,304,,,0,0,1/21/2021 0:00,N/A,N/A,,,CA,23,6145
1/20/2021,3,AK,"50,958",,,161,0,304,,,1,0,1/20/2021 0:00,N/A,N/A,,,CA,22,5648
1/19/2021,3,AK,"50,797",,,127,0,303,,,1,0,1/19/2021 0:00,N/A,N/A,,,CA,21,6664
1/18/2021,3,AK,"50,670",,,148,0,302,,,0,0,1/18/2021 0:00,N/A,N/A,,,CA,20,7862
1/17/2021,3,AK,"50,522",,,258,0,302,,,2,0,1/17/2021 0:00,N/A,N/A,,,CA,19,9589
1/16/2021,3,AK,"50,264",,,195,0,300,,,0,0,1/16/2021 0:00,N/A,N/A,,,CA,18,10906
1/15/2021,3,AK,"50,069",,,291,0,300,,,1,0,1/15/2021 0:00,N/A,N/A,,,CA,17,12078
1/14/2021,2,AK,"49,778",,,332,0,299,,,1,0,1/14/2021 0:00,N/A,N/A,,,CA,16,13909
1/13/2021,2,AK,"49,446",,,294,0,298,,,0,0,1/13/2021 0:00,N/A,N/A,,,CA,15,15495
1/12/2021,2,AK,"49,152",,,158,0,298,,,0,0,1/12/2021 0:00,N/A,N/A,,,CA,14,15475
1/11/2021,2,AK,"48,994",,,175,0,298,,,0,0,1/11/2021 0:00,N/A,N/A,,,CA,13,15470
1/10/2021,2,AK,"48,819",,,248,0,298,,,1,0,1/10/2021 0:00,N/A,N/A,,,CA,12,15332
1/9/2021,2,AK,"48,571",,,374,0,297,,,1,0,1/9/2021 0:00,N/A,N/A,,,CA,11,16608
1/8/2021,2,AK,"48,197",,,399,0,296,,,2,0,1/8/2021 0:00,N/A,N/A,,,CA,10,19162
1/7/2021,1,AK,"47,798",,,337,0,294,,,1,0,1/7/2021 0:00,N/A,N/A,,,CA,9,22230
1/6/2021,1,AK,"47,461",,,340,0,293,,,3,0,1/6/2021 0:00,N/A,N/A,,,CA,8,28131
1/5/2021,1,AK,"47,121",,,209,0,290,,,0,0,1/5/2021 0:00,N/A,N/A,,,CA,7,38884
1/4/2021,1,AK,"46,912",,,214,0,290,,,1,0,1/4/2021 0:00,N/A,N/A,,,CA,6,59763
1/3/2021,1,AK,"46,698",,,168,0,289,,,2,0,1/3/2021 0:00,N/A,N/A,,,CA,5,88701
1/2/2021,1,AK,"46,530",,,289,0,287,,,2,0,1/2/2021 0:00,N/A,N/A,,,CA,4,128861
1/1/2021,1,AK,"46,241",,,470,0,285,,,4,0,1/1/2021 0:00,N/A,N/A,,,CA,3,179199
12/31/2020,53,AK,"45,771",,,372,0,281,,,3,0,12/31/2020 0:00,N/A,N/A,,,CA,2,264706
12/30/2020,53,AK,"45,399",,,366,0,278,,,2,0,12/30/2020 0:00,N/A,N/A,,,CA,1,287110
12/29/2020,53,AK,"45,033",,,207,0,276,,,2,0,12/29/2020 0:00,N/A,N/A,,,CA,53,261470
12/28/2020,53,AK,"44,826",,,124,0,274,,,1,0,12/28/2020 0:00,N/A,N/A,,,CA,52,279419
12/27/2020,53,AK,"44,702",,,308,0,273,,,2,0,12/27/2020 0:00,N/A,N/A,,,CA,51,271680
12/26/2020,53,AK,"44,394",,,188,0,271,,,1,0,12/26/2020 0:00,N/A,N/A,,,CA,50,221797
12/25/2020,53,AK,"44,206",,,149,0,270,,,0,0,12/25/2020 0:00,N/A,N/A,,,CA,49,82946
12/24/2020,52,AK,"44,057",,,271,0,270,,,0,0,12/24/2020 0:00,N/A,N/A,,,CO,29,471
12/23/2020,52,AK,"43,786",,,362,0,270,,,1,0,12/23/2020 0:00,N/A,N/A,,,CO,28,2408
12/22/2020,52,AK,"43,424",,,437,0,269,,,0,0,12/22/2020 0:00,N/A,N/A,,,CO,27,1867
12/21/2020,52,AK,"42,987",,,148,0,269,,,1,0,12/21/2020 0:00,N/A,N/A,,,CO,26,2270
12/20/2020,52,AK,"42,839",,,180,0,268,,,1,0,12/20/2020 0:00,N/A,N/A,,,CO,25,2843
12/19/2020,52,AK,"42,659",,,325,0,267,,,1,0,12/19/2020 0:00,N/A,N/A,,,CO,24,3642
12/18/2020,52,AK,"42,334",,,487,0,266,,,1,0,12/18/2020 0:00,N/A,N/A,,,CO,23,4082
12/17/2020,51,AK,"41,847",,,360,0,265,,,2,0,12/17/2020 0:00,N/A,N/A,,,CO,22,4078
12/16/2020,51,AK,"41,487",,,611,0,263,,,1,0,12/16/2020 0:00,N/A,N/A,,,CO,21,5608
12/15/2020,51,AK,"40,876",,,272,0,262,,,3,0,12/15/2020 0:00,N/A,N/A,,,CO,20,6783
12/14/2020,51,AK,"40,604",,,406,0,259,,,2,0,12/14/2020 0:00,N/A,N/A,,,CO,19,9119
12/13/2020,51,AK,"40,198",,,641,0,257,,,3,0,12/13/2020 0:00,N/A,N/A,,,CO,18,10220
12/12/2020,51,AK,"39,557",,,525,0,254,,,6,0,12/12/2020 0:00,N/A,N/A,,,CO,17,12312
12/11/2020,51,AK,"39,032",,,597,0,248,,,1,0,12/11/2020 0:00,N/A,N/A,,,CO,16,11564
12/10/2020,50,AK,"38,435",,,608,0,247,,,5,0,12/10/2020 0:00,N/A,N/A,,,CO,15,11265
12/9/2020,50,AK,"37,827",,,573,0,242,,,2,0,12/9/2020 0:00,N/A,N/A,,,CO,14,10368
12/8/2020,50,AK,"37,254",,,558,0,240,,,7,0,12/8/2020 0:00,N/A,N/A,,,CO,13,8792
12/7/2020,50,AK,"36,696",,,555,0,233,,,3,0,12/7/2020 0:00,N/A,N/A,,,CO,12,8313
12/6/2020,50,AK,"36,141",,,692,0,230,,,1,0,12/6/2020 0:00,N/A,N/A,,,CO,11,6360
12/5/2020,50,AK,"35,449",,,885,0,229,,,6,0,12/5/2020 0:00,N/A,N/A,,,CO,10,7199
12/4/2020,50,AK,"34,564",,,759,0,223,,,1,0,12/4/2020 0:00,N/A,N/A,,,CO,9,8344
12/3/2020,49,AK,"33,805",,,778,0,222,,,8,0,12/3/2020 0:00,N/A,N/A,,,CO,8,7262
12/2/2020,49,AK,"33,027",,,695,0,214,,,6,0,12/2/2020 0:00,N/A,N/A,,,CO,7,7732
12/1/2020,49,AK,"32,332",,,539,0,208,,,3,0,12/1/2020 0:00,N/A,N/A,,,CO,6,8832
7/16/2021,29,AL,"559,475","429,774","129,701",901,266,"11,441","9,122","2,319",1,1,7/17/2021 13:43,Agree,Agree,,,CO,5,9152
7/15/2021,28,AL,"558,574","429,139","129,435",999,361,"11,440","9,122","2,318",3,1,7/16/2021 14:03,Agree,Agree,,,CO,4,10489
7/14/2021,28,AL,"557,575","428,501","129,074",965,326,"11,437","9,120","2,317",11,2,7/15/2021 14:29,Agree,Agree,,,CO,3,12033
